0,1,2,3
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
51.95846714208758,49.92622298396104,47.30685701924317,54.21517084143644
0.0,0.0,0.0,0.0
44.522700828620714,44.52866902493095,43.83745472356134,46.39853475168002
29.17237858952317,40.30540823944903,44.44854528276031,31.0890356071397
25.116961667921572,26.395557788729135,37.599998138364604,24.25715912671025
0.0,0.0,0.0,0.0
-2.215081125,-2.8461352821093753,-2.2463372503125,1.7089728179177521
-2.4751246878125004,-2.3538342500000002,-2.598115156875,-2.607292828125
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
46.19867155523639,49.98003223819662,49.936273656439795,55.77289983983484
0.0,0.0,0.0,0.0
44.67535147431754,44.560735531603626,44.596426533958464,57.163296205755486
0.0,0.0,0.0,0.0
24.857806235081913,26.22875718433065,23.838114232705546,23.77419527561021
0.0,0.0,0.0,0.0
5.942750808381013,-1.4101281429873596,-2.0759867187500003,22.695931618134765
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
57.346363474580656,43.499886797586186,49.68857341189785,49.855636163923606
58.9357206813946,54.43552690483105,49.8100370533138,54.70873278003344
52.19090674352425,50.631043450497046,51.46583732891626,60.541132001408684
0.0,0.0,0.0,0.0
24.231168160990215,24.719661473856938,24.27953933467981,24.699398269185544
24.90306303433357,24.16909511086353,24.620121461453753,24.844833671076792
25.562004367100556,15.523808702725027,26.0214853561127,24.69572757874876
20.43885347571404,24.373197850453195,24.524582509941887,34.564598007966126
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
52.74144773671212,52.584310152007994,53.65260792263189,62.16275959738252
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
41.83331889095349,25.004384897335036,33.27890244679507,53.660266915855004
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
27.10123712557551,32.92675413333036,29.25581130726136,41.52978732260539
0.0,0.0,0.0,0.0
47.63915110846719,47.0593395451092,46.164400498688465,44.9306313481308
49.130455665118376,47.63915592091334,46.16384223121472,47.639202728029716
50.63682390415997,49.13045566511836,47.63915502929876,49.1304556651187
50.63682390415997,50.63682390415997,49.13045566512075,52.15840798399998
0.0,0.0,0.0,0.0
53.65880826894163,51.81413190086819,53.65138113686799,55.24783999996687
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
45.23943494942372,34.76749131747248,42.848866483074076,42.29264583741245
45.1822050034793,45.27717290254647,45.51106390881026,45.38559347391886
45.018879567826744,46.196956021478485,44.881354368941565,44.36497999039362
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
53.695361599999984,50.63682390415997,52.158407983999936,52.158407983996014
55.24783999999998,53.695361599999984,52.15840798399972,53.695361599999984
55.24783999999998,53.69536159872486,53.695361599999984,56.81599999999999
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
44.730868385044474,45.082387323728724,44.77053936622599,44.49336244706208
0.0,0.0,0.0,0.0
25.491132268493903,25.100298288339715,25.313955052599905,25.91771147279212
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
56.81599999999999,55.247839999999044,56.81599999999999,58.39999999999999
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
28.88140888898762,26.45233521544928,27.117945853879434,26.036949505997157
37.769705668603386,30.7256322199545,26.315241701512516,26.850945456321224
30.05876050328628,45.662406991825144,30.7782646405766,37.400912867184
25.587633055553646,29.30201189767343,31.617719076090566,26.863121663918626
25.492230072939293,25.12235735528963,28.138519005136548,25.59426548062458
0.0,0.0,0.0,0.0
41.29894885696283,28.669702871789216,27.452845553566803,27.826156063923353
58.39999999992246,56.815999999999924,60.0,58.3999999999977
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
